237,Nick Cannon featuring R. Kelly,Gigolo
301,Beyoncé,"Me, Myself and I"
197,Baby Bash featuring Perla Cruz & Russell Lee,Shorty Doowop
224,Eamon,I Don't Want You Back
189,Jessica Simpson,With You
199,Norah Jones,Sunrise
224,Sheryl Crow,The First Cut Is the Deepest
221,Fefe Dobson,Everything
230,Three Days Grace,(I Hate) Everything About You
173,Blink-182,Feeling This
243,Good Charlotte,Hold On
250,Fuel,Falls on Me
246,Five for Fighting,100 Years
198,Kesha,Tik Tok
258,Lady Gaga,Bad Romance
249,Rihanna featuring Jeezy,Hard
196,Jason Derulo,In My Head
236,Snoop Dogg,I Wanna Rock
288,Young Money featuring Lloyd,BedRock
207,Jay Sean featuring Sean Paul and Lil Jon,Do You Remember
180,Iyaz,Replay
225,Owl City,Fireflies
213,Train,"Hey, Soul Sister"
204,Daughtry,Life After You
208,Kris Allen,Live Like We're Dying
224,Adam Lambert,Whataya Want from Me
197,Orianthi,According to You
232,Lady Antebellum,Need You Now
251,Taylor Swift,Fearless
213,Ashlyne Huff,Heart of Gold
219,Jamie Cullum,Wheels
208,Jaicko,Fast Forward
185,Young and Divine,Shake That Bubble
253,Agnes,Release Me
207,Destiny's Child,Bootylicious
174,NSYNC,Pop
195,Jennifer Lopez,I'm Real
212,Joe featuring Mystikal,Stutter (Double Take Remix)
272,Janet Jackson,Someone to Call My Lover
213,Christina Milian,AM to PM
224,Jessica Simpson,A Little Bit
229,Mandy Moore,Crush
273,Aaliyah,Rock the Boat
247,Usher,U Got It Bad
221,Backstreet Boys,More Than That
222,Gorillaz,Clint Eastwood
152,The Wiseguys featuring Greg Nice,Start the Commotion
208,JIVEjones,"Me, Myself & I"
184,Smash Mouth,I'm a Believer
178,Sum 41,Fat Lip
169,Blink-182,The Rock Show
193,Fuel,Bad Day
235,3 Doors Down,Be Like That
296,U2,Walk On
216,The Black Eyed Peas,Let's Get It Started
247,Terror Squad featuring Fat Joe & Remy,Lean Back
223,Ciara featuring Petey Pablo,Goodies
226,"Houston featuring Chingy, Nate Dogg & I-20",I Like That
190,Beastie Boys,Ch-Check It Out
271,Nelly featuring Jaheim,My Place
220,Lil' Flip featuring Lea,Sunshine
263,J-Kwon,You & Me
241,Jadakiss featuring Anthony Hamilton,Why?
229,Akon featuring Styles P,Locked Up
192,JoJo,Baby It's You
243,Jessica Simpson,Angels
270,Finger Eleven,One Thing
246,Switchfoot,Dare You to Move
193,Crossfade,Cold
215,Ashlee Simpson,Pieces of Me
236,Franz Ferdinand,Take Me Out
192,Bowling for Soup,1985
196,Gretchen Wilson,Here for the Party
224,Keith Urban,Days Go By
218,Calvin Harris featuring Rihanna,This Is What You Came For
203,Sia featuring Kendrick Lamar,The Greatest
214,Charlie Puth featuring Selena Gomez,We Don't Talk Anymore
238,Ariana Grande,Into You
179,Meghan Trainor,Me Too
229,Britney Spears featuring G-Eazy,Make Me...
233,Flume featuring Kai,Never Be like You
179,Hailee Steinfeld and Grey featuring Zedd,Starving
198,Daya,"Sit Still, Look Pretty"
193,Kungs and Cookin' on 3 Burners,This Girl
235,Pitbull featuring Flo Rida and LunchMoney Lewis,Greenlight
225,Tory Lanez,Luv
196,Katy Perry,Rise
188,X Ambassadors,Unsteady
256,Coldplay,Hymn for the Weekend
206,Lukas Graham,Mama Said
193,Jacob Whitesides,Lovesick
196,Stanaj,Ain't Love Strange
208,LANY,ILYSB
201,Weathers,Happy Pills
185,Coin,Talk Too Much
196,Aaron Carter,Fool's Gold
212,Britney Spears,...Baby One More Time
301,New Radicals,You Get What You Give
246,Robbie Williams,Millennium
274,Semisonic,Closing Time
182,U2,Sweetest Thing (The Single Mix)
247,Sheryl Crow,My Favorite Mistake
204,Fatboy Slim,Praise You (Radio Edit)
218,Garbage,I Think I'm Paranoid
164,Cake,Never There
297,98 Degrees,Because of You
283,Spice Girls,Goodbye (Single Version)
244,Blackstreet & Mýa featuring Mase & Blinky Blink,Take Me There
278,R. Kelly,When a Woman's Fed Up (Clean Version)
232,Everclear,Father of Mine
168,Sublime,What I Got (Clean Version)
287,Backstreet Boys,I'll Never Break Your Heart
216,Jay-Z,Hard Knock Life (Ghetto Anthem) (Edit)
305,Baz Luhrmann,Everybody's Free (To Wear Sunscreen) (Edit)
222,Fergie featuring will.i.am,Fergalicious
213,Rihanna featuring Sean Paul,Break It Off
225,Nelly Furtado,Say It Right
225,Beyoncé,Irreplaceable
277,Justin Timberlake featuring T.I.,My Love
236,Akon featuring Snoop Dogg,I Wanna Love You
267,Bow Wow featuring Chris Brown & Johntá Austin,Shortie Like Mine
269,Lloyd featuring Lil Wayne,You
267,Ciara,Promise
239,Omarion,Ice Box
285,Chris Brown,Say Goodbye
213,Corinne Bailey Rae,Put Your Records On
194,Lily Allen,Smile
198,KT Tunstall,Suddenly I See
217,Hellogoodbye,Here (In Your Arms)
189,The Red Jumpsuit Apparatus,Face Down
239,The Fray,How to Save a Life
215,Nickelback,If Everyone Cared
206,Daughtry,It's Not Over
244,The All-American Rejects,It Ends Tonight
237,Leona Lewis,Bleeding Love
193,Britney Spears,Break the Ice
228,Cherish featuring Young Joc,Killa
247,Lil Wayne featuring Static Major,Lollipop
204,Ray J featuring Yung Berg,Sexy Can I?
251,Chris Brown,With You
194,Flex featuring Belinda,Te Quiero (Spanglish Version)
181,Natasha Bedingfield,Pocketful of Sunshine
261,Jordin Sparks and Chris Brown,No Air
242,Colbie Caillat,Realize
219,OneRepublic,Stop and Stare
226,John Mayer,Say
197,Flyleaf,All Around Me
177,Metro Station,Shake It
226,Fall Out Boy featuring John Mayer,Beat It
204,Lifehouse,Whatever It Takes
237,Daughtry,Feels Like Tonight
205,Gavin DeGraw,In Love with a Girl
223,Trace Adkins,You're Gonna Miss This
201,Taylor Swift,Our Song
230,Bruno Mars,Locked Out of Heaven
267,Justin Timberlake featuring Jay Z,Suit & Tie
224,Ariana Grande featuring Mac Miller,The Way
226,Pitbull featuring Christina Aguilera,Feel This Moment
183,Olly Murs featuring Flo Rida,Troublemaker
218,Taylor Swift,I Knew You Were Trouble
241,Pink featuring Nate Ruess,Just Give Me a Reason
186,Fall Out Boy,My Songs Know What You Did in the Dark (Light Em Up)
252,Of Monsters and Men,Little Talks (Edit)
278,Fun,Carry On
194,Emeli Sandé,Next to Me (Radio Mix)
206,Nelly,Hey Porsche
231,Ludacris featuring Usher and David Guetta,Rest of My Life
206,Krewella,Alive
212,Kesha,C'Mon
179,One Direction,Kiss You
213,Matthew Koma,One Night
228,Kodaline,All I Want
247,Sky Ferreira,Everything Is Embarrassing
227,Classified,That's What I Do
196,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang
187,Meghan Trainor,All About That Bass
240,"Enrique Iglesias featuring Sean Paul, Descemer Bueno and Gente de Zona",Bailando
199,Nicki Minaj,Anaconda
208,Iggy Azalea featuring Rita Ora,Black Widow
201,Katy Perry,This Is How We Do
225,Clean Bandit featuring Jess Glynne,Rather Be
212,Ariana Grande featuring Zedd,Break Free
234,Pitbull featuring John Ryan,Fireball
222,OneRepublic,Love Runs Out
188,Maroon 5,Maps
243,Nico & Vinz,Am I Wrong
251,Kiesza,Hideaway
204,Becky G,Shower
220,5 Seconds of Summer,Amnesia
223,Jason Aldean,Burnin' It Down
212,Shawn Mendes,Life of the Party
159,Hilary Duff,All About You
203,Alex & Sierra,Scarecrow
188,Eden xo,Too Cool to Dance
231,Rae Sremmurd,No Flex Zone
242,Pink featuring Redman,Get the Party Started/Sweet Dreams
203,Britney Spears,I'm a Slave 4 U
239,Mary J. Blige,Family Affair
195,Shakira,"Whenever, Wherever"
240,Jennifer Lopez,Ain't It Funny
258,Ja Rule featuring Case,Livin' It Up
240,Ludacris,Rollout (My Business)
260,Mr. Cheeks,"Lights, Camera, Action!"
238,Petey Pablo,Raise Up (All Cities Remix)
214,City High featuring Eve,Caramel (Trackmasters Remix)
275,Nelly Furtado,Turn Off the Light
290,N Sync,Gone
234,Destiny's Child,Emotion
248,Ginuwine,Differences
266,Backstreet Boys,Drowning
221,U2,Stuck in a Moment You Can't Get Out Of
197,Aerosmith,Just Push Play
214,Lenny Kravitz,Dig In
212,Incubus,Wish You Were Here
235,Adema,Giving In
153,Icona Pop featuring Charli XCX,I Love It
276,Justin Timberlake,Mirrors
199,Mariah Carey featuring Miguel,#Beautiful
230,Selena Gomez,Come & Get It
186,Imagine Dragons,Radioactive
211,Bruno Mars,When I Was Your Man
270,Labrinth featuring Emeli Sandé,Beneath Your Beautiful
267,Zedd featuring Foxes,Clarity
230,Calvin Harris featuring Ellie Goulding,I Need Your Love
225,Jason Derulo,The Other Side
229,Kesha featuring Juicy J,Crazy Kids (Remix)
125,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone)
190,Capital Cities,Safe and Sound
208,Demi Lovato,Heart Attack
227,Taylor Swift,22
217,Avril Lavigne,Here's to Never Growing Up
192,A Great Big World,This Is the New Year
245,Nikki Williams,Glowing
213,Midnight Red,Take Me Home
175,MKTO,Classic
202,Pitbull featuring Kesha,Timber
188,Lorde,Royals
221,Miley Cyrus,Wrecking Ball
227,Katy Perry,Unconditionally
244,One Direction,Story of My Life
227,A Great Big World and Christina Aguilera,Say Something
174,Imagine Dragons,Demons
255,OneRepublic,Counting Stars
225,Drake featuring Majid Jordan,"Hold On, We're Going Home"
225,Lady Gaga featuring R. Kelly,Do What U Want
246,Britney Spears,Work Work
229,Ellie Goulding,Burn
214,Zedd featuring Hayley Williams,Stay the Night
286,Justin Timberlake,TKO
238,Bruno Mars,Gorilla
205,Luke Bryan,Drink a Beer
209,ZZ Ward,Last Love Song
258,Natalia Kills,Trouble
214,G.R.L.,Show Me What You Got
182,Alex Aiono,Doesn't Get Better
262,Morning Parade,Alienation
232,Backstreet Boys,Larger than Life
198,Britney Spears,(You Drive Me) Crazy
227,Marc Anthony,I Need to Know
234,Mandy Moore,Candy
206,Eiffel 65,Blue (Da Ba Dee)
238,Sonique,It Feels So Good
255,Lenny Kravitz,I Belong to You
250,Savage Garden,I Knew I Loved You
279,Joe,I Wanna Know
284,Aaliyah,Try Again
245,Jennifer Lopez,Waiting for Tonight
275,Montell Jordan,Get It On Tonite
245,Ben Harper,Steal My Kisses
182,Smash Mouth,Then the Morning Comes
238,Train,Meet Virginia
236,Macy Gray,I Try
255,Hanson,This Time Around
167,Blink-182,All the Small Things
228,Nelly,Hot in Herre
237,N.O.R.E.,Nothin'
238,Eve featuring Alicia Keys,Gangsta Lovin'
201,Beenie Man featuring Janet Jackson,Feel It Boy
218,Dirty Vegas,Days Go By
236,Kylie Minogue,Love at First Sight
218,Shakira,Objection (Tango)
247,No Doubt featuring Lady Saw,Underneath It All
198,Jennifer Love Hewitt,BareNaked
238,Vanessa Carlton,Ordinary Day
226,Dixie Chicks,Landslide
272,Aaliyah,I Care 4 U
239,Ginuwine,Stingy
183,Norah Jones,Don't Know Why
190,Chad Kroeger featuring Josey Scott,Hero
178,Hoobastank,Running Away
226,Coldplay,In My Place
237,Creed,One Last Breath
250,Our Lady Peace,Somewhere Out There
177,Bon Jovi,Everyday
231,Taylor Swift,Blank Space
226,Fall Out Boy,Centuries
232,Maroon 5,Sugar
211,Pitbull and Ne-Yo,Time of Our Lives
196,Walk the Moon,Shut Up and Dance
193,Ariana Grande,One Last Time
220,Nick Jonas,Jealous
187,Flo Rida featuring Sage the Gemini and Lookas,G.D.F.R.
188,Natalie La Rose featuring Jeremih,Somebody
225,Calvin Harris featuring Ellie Goulding,Outside
188,Lilly Wood and the Prick and Robin Schulz,Prayer in C (Robin Schulz Radio Edit)
201,Tori Kelly,Nobody Love
197,Kelly Clarkson,Heartbeat Song
224,One Direction,Night Changes
234,OneRepublic,I Lived
218,Sam Hunt,Take Your Time
209,Alex B,Too Cool
246,Banks,Beggin for Thread
208,Jukebox the Ghost,Postcard
236,Betty Who,All Of You
250,Elijah Blake,I Just Wanna...
222,Katy Perry,Roar
261,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines
353,Justin Timberlake,Take Back the Night
213,Lana Del Rey,Summertime Sadness (Cedric Gervais Remix Edit)
247,Daft Punk featuring Pharrell Williams,Get Lucky
174,Bruno Mars,Treasure
227,Maroon 5,Love Somebody
244,Avicii,Wake Me Up
229,Miley Cyrus,We Can't Stop
210,Lady Gaga,Applause
208,Selena Gomez,Slow Down
243,Taylor Swift featuring Ed Sheeran,Everything Has Changed
217,Sara Bareilles,Brave
214,Paramore,Still Into You
258,Awolnation,Sail
191,Luke Bryan,That's My Kind of Night
162,New Politics,Harlem
196,Basic Vacation,I Believe
216,Wallpaper,Drunken Hearts
193,The Royal Concept,On Our Way
192,Carly Rae Jepsen,Call Me Maybe
212,Katy Perry,Part of Me
221,Maroon 5,Payphone
210,David Guetta featuring Sia,Titanium
209,Ellie Goulding,Lights
170,Justin Bieber,Boyfriend
234,Usher,Scream
224,Calvin Harris featuring Ne-Yo,Let's Go
204,Pitbull,Back in Time (from Men in Black III)
212,Cher Lloyd,Want U Back
193,One Direction,One Thing
204,Demi Lovato,Give Your Heart a Break
251,Alex Clare,Too Close
240,M83,Midnight City
177,Neon Trees,Everybody Talks
223,Luke Bryan,Drunk on You
175,Halestorm,Here's to Us
217,Tristan Prettyman,My Oh My
228,Cady Groves,Love Actually
251,Eva Simons,I Don't Like You
219,Kelly Clarkson,Stronger (What Doesn't Kill You)
245,Flo Rida,Good Feeling
225,Karmin,Brokenhearted
197,One Direction,What Makes You Beautiful
199,David Guetta featuring Nicki Minaj,Turn Me On
202,Calvin Harris,Feel So Close
224,Chris Brown,Turn Up the Music
227,Havana Brown featuring Pitbull,We Run the Night
203,LMFAO,Sorry for Party Rocking
201,Madonna featuring Nicki Minaj and M.I.A.,Give Me All Your Luvin'
220,Gym Class Heroes featuring Neon Hitch,Get Yourself Back Home
253,Bruno Mars,It Will Rain
243,Gotye featuring Kimbra,Somebody That I Used to Know
190,Train,Drive By
260,Eric Church,Springsteen
247,Taylor Swift,Ours
201,Zach Heckendorf,All the Right Places
227,Graffiti6,Free
216,Jadagrace,Run Dat Back
259,Labrinth featuring Busta Rhymes,Earthquake
229,Pink,Blow Me (One Last Kiss)
223,Flo Rida,Whistle
217,Psy,Gangnam Style
201,Owl City and Carly Rae Jepsen,Good Time
219,Maroon 5,One More Night
226,Justin Bieber featuring Big Sean,As Long as You Love Me
208,David Guetta featuring Chris Brown and Lil Wayne,I Can Only Imagine
202,Nicki Minaj,Pound the Alarm
235,Karmin,Hello
220,Chris Brown,Don't Wake Me Up
219,Katy Perry,Wide Awake
222,Kelly Clarkson,Dark Side
219,Usher,Numb
209,Swedish House Mafia featuring John Martin,Don't You Worry Child
245,Train,50 Ways to Say Goodbye
221,Little Big Town,Pontoon
216,Ryan Star,Stay Awhile
178,Britt Nicole,Gold
225,The Ready Set,Give Me Your Hand
186,Toy Connor,Be in Love Tonight
263,Rihanna,Don't Stop the Music
238,Mary J. Blige,Just Fine
235,Janet,Feedback
210,Britney Spears,Piece of Me
199,Fergie,Clumsy
230,Jordin Sparks,Tattoo
220,Natasha Bedingfield featuring Sean Kingston,Love Like This
250,Chris Brown featuring T-Pain,Kiss Kiss
237,Kanye West featuring Dwele,Flashing Lights
236,Sean Kingston,Take You There
214,J. Holiday,Suffocate
253,Alicia Keys,No One
256,Sara Bareilles,Love Song
184,Timbaland featuring OneRepublic,Apologize
223,Boys Like Girls,Hero/Heroine
179,Paramore,Crushcrushcrush
205,Finger Eleven,Paralyzer
220,Santana featuring Chad Kroeger of Nickelback,Into the Night
178,Taylor Swift,Teardrops on My Guitar
235,Keith Urban,Everybody
216,The Black Eyed Peas,Boom Boom Pow
204,Flo Rida,Right Round
236,Lady Gaga,Poker Face
182,Pitbull,I Know You Want Me (Calle Ocho)
261,Jamie Foxx featuring T-Pain,Blame It
232,T.I. featuring Justin Timberlake,Dead and Gone
220,Kid Cudi,Day 'n' Nite
192,Soulja Boy Tell 'em featuring Sammie,Kiss Me thru the Phone
223,Beyoncé,Halo
251,Ne-Yo,Mad
229,Pink,Please Don't Leave Me
219,Ciara featuring Justin Timberlake,Love Sex Magic
213,Britney Spears,If U Seek Amy
211,Kelly Clarkson,My Life Would Suck Without You
192,3OH!3,Don't Trust Me
296,The Ting Tings,That's Not My Name
240,The Fray,You Found Me
245,Nickelback,If Today Was Your Last Day
253,Lady Antebellum,I Run to You
239,Charice,Note to God
198,One Direction,Live While We're Young
218,Flo Rida,I Cry
211,Kesha,Die Young
250,Ne-Yo,Let Me Love You (Until You Learn to Love Yourself)
205,Pitbull featuring TJR,Don't Stop the Party
208,Calvin Harris featuring Florence Welch,Sweet Nothing
200,The Script featuring will.i.am,Hall of Fame
221,Maroon 5,Daylight
208,Phillip Phillips,Home
258,Ed Sheeran,The A Team
191,Taylor Swift,We Are Never Ever Getting Back Together
247,Kelly Clarkson,Catch My Breath
245,Pink,Try
176,OneRepublic,Feel Again
237,Imagine Dragons,It's Time
218,Florida Georgia Line,Cruise
268,Born Cages,Don't Look Back
225,Black Veil Brides,In the End
217,Walk the Moon,Anna Sun
192,Capital Cities,Safe and Sound
213,Pink,So What
219,Katy Perry,Hot n Cold
233,Pussycat Dolls,When I Grow Up
236,Rihanna,Disturbia
234,Ne-Yo,Closer
276,Chris Brown,Forever
231,Kardinal Offishall featuring Akon,Dangerous
219,T.I.,Whatever You Like
244,Lil Wayne featuring T-Pain,Got Money
218,Savage featuring Soulja Boy Tell 'Em,Swing
257,Young Jeezy featuring Kanye West,Put On
230,Yung Berg featuring Casha,The Business
214,Jordin Sparks,One Step at a Time
233,Leona Lewis,Better in Time
237,Boys Like Girls,Thunder
222,Saving Abel,Addicted
249,Daughtry,What About Now
212,Matt Nathanson,Come On Get Higher
181,Darius Rucker,Don't Think I Don't Think About It
235,Keith Anderson,I Still Miss You
213,Justin Bieber featuring Ludacris,Baby
217,B.o.B featuring Bruno Mars,Nothin' on You
185,Kesha,Your Love Is My Drug
222,Rihanna,Rude Boy
267,Usher featuring will.i.am,OMG
243,Jamie Foxx featuring Justin Timberlake and T.I.,Winner
216,Ludacris featuring Nicki Minaj,My Chick Bad
232,The Black Eyed Peas,Imma Be
200,Iyaz,Solo
236,OneRepublic,All the Right Moves
193,Lifehouse,Halfway Gone
230,The Temper Trap,Sweet Disposition
203,Boys Like Girls,Heart Heart Heartbreak
255,The Script,Breakeven
221,Lady Antebellum,American Honey
246,Miranda Lambert,The House That Built Me
165,Dave Barnes,Little Lies
191,2AM Club,Worry About You
226,Runner Runner,So Obvious
199,Jessica Jarrell,Almost Love (24/7)
203,Jay-Z featuring Beyoncé,03 Bonnie & Clyde
232,B2K and P. Diddy,"Bump, Bump, Bump"
168,Jennifer Lopez,Jenny from the Block
210,Nivea featuring Brian and Brandon Casey of Jagged Edge,Don't Mess with My Man
206,LL Cool J,Luv U Better
270,Nelly featuring St. Lunatics,Air Force Ones
201,Nas,Made You Look
242,Snoop Dogg featuring Pharrell and Charlie Wilson,Beautiful
259,JC Chasez,Blowin' Me Up (With Her Love)
280,Justin Timberlake featuring Clipse,Like I Love You
207,Télépopmusik,Breathe
260,Dru Hill,I Should Be...
248,Kelly Rowland,Stole
236,Aaliyah,Miss You
217,Amanda Perez,Angel
246,Vanessa Carlton,Pretty Baby
222,Keith Urban,Somebody Like You
235,Chevelle,The Red
230,Saliva,Always
254,3 Doors Down,When I'm Gone
207,Fergie,London Bridge
220,Nelly Furtado featuring Timbaland,Promiscuous
226,Pussycat Dolls featuring Snoop Dogg,Buttons
241,Justin Timberlake featuring Timbaland,SexyBack
226,Christina Aguilera,Ain't No Other Man
240,Beyoncé featuring Jay-Z,Déjà Vu
220,Cherish featuring Sean Paul of YoungBloodZ,Do It to It
272,Kelis featuring Too Short,Bossy
232,Chingy featuring Tyrese,Pullin' Me Back
199,Lyfe Jennings featuring LaLa Brown,S.E.X.
218,Ne-Yo,Sexy Love
226,Rihanna,Unfaithful
219,JoJo,Too Little Too Late
231,Nick Lachey,I Can't Hate You Anymore
217,Teddy Geiger,These Walls
199,Jessica Simpson,A Public Affair
163,OK Go,Here It Goes Again
259,Hinder,Lips of an Angel
236,Nickelback,Far Away
205,Kenny Chesney,Summertime
221,Soulja Boy Tell 'Em,Crank That (Soulja Boy)
196,Timbaland featuring Keri Hilson & D.O.E.,The Way I Are
258,Justin Timberlake,LoveStoned
211,Rihanna,Shut Up and Drive
220,Chris Brown,Wall to Wall
270,Kanye West,Can't Tell Me Nothing
253,Fabolous featuring Ne-Yo,Make Me Better
223,Sean Kingston,Beautiful Girls
228,J. Holiday,Bed
221,Baby Bash featuring T-Pain,Cyclone
254,Fergie,Big Girls Don't Cry
206,Pink,Who Knew
237,Avril Lavigne,When You're Gone
189,The Last Goodnight,Pictures of You
230,Plain White T's,Hey There Delilah
204,Daughtry,Over You
252,Nickelback,Rockstar
207,Three Days Grace,Never Too Late
201,Lifehouse,First Time
227,Good Charlotte,I Don't Want to Be in Love (Dance Floor Anthem)
186,Britney Spears,Overprotected (The Darkchild Remix)
229,Kylie Minogue,Can't Get You Out of My Head
206,Enrique Iglesias,Escape
236,Marc Anthony,I've Got You
284,*NSYNC featuring Nelly,Girlfriend (The Neptunes Remix)
171,Jennifer Lopez featuring Nas,I'm Gonna Be Alright (Trackmasters Remix)
218,Paulina Rubio,Don't Say Goodbye (Radio Edit)
202,Baha Men,Move It Like This
228,Aaliyah,More Than a Woman
186,B2K,Uh Huh
208,Ja Rule featuring Ashanti,Always on Time
203,Jade Anderson,Sugarhigh
249,Musiq Soulchild,Halfcrazy
219,Shakira,Underneath Your Clothes
235,Vanessa Carlton,A Thousand Miles
258,Celine Dion,A New Day Has Come
213,Moby,We Are All Made of Stars
169,Blink-182,First Date
254,Lenny Kravitz,Stillness of Heart
222,Nickelback,How You Remind Me
301,Janet Jackson,Together Again
212,Backstreet Boys,As Long as You Love Me
256,Fastball,The Way
215,Harvey Danger,Flagpole Sitta
236,Spice Girls,Say You'll Be There
331,K-Ci & JoJo,All My Life
294,All Saints,Never Ever (Single Edit)
261,Tonic,If You Could Only See
267,Hanson,MMMBop
233,Cherry Poppin' Daddies,Zoot Suit Riot
294,Imajin,Shorty (You Keep Playin' with My Mind)
271,Brian McKnight,Anytime
196,Aqua,Barbie Girl
261,Radiohead,Karma Police
238,Everclear,I Will Buy You a New Life
221,Lenny Kravitz,Fly Away
172,Marcy Playground,Sex & Candy
227,Katy Perry,Teenage Dream
219,Usher featuring Pitbull,DJ Got Us Fallin' in Love
211,Ke$ha,Take It Off
224,Adam Lambert,If I Had You
216,Taio Cruz,Dynamite
235,Nelly,Just a Dream
274,Chris Brown featuring Tyga and Kevin McCall,Deuces
193,B.o.B featuring Rivers Cuomo,Magic
208,David Guetta featuring Kid Cudi,Memories
206,Maroon 5,Misery
210,Neon Trees,Animal
222,OneRepublic,Secrets
205,Sara Bareilles,King of Anything
264,Paramore,The Only Exception
237,Daughtry,September
256,Sugarland,Stuck Like Glue
200,Sick Puppies,Maybe
217,Free Energy,Bang Pop
140,The Secret Sisters,Tennessee Me
255,Elvis Presley,Suspicious Minds (Live In Concert)
240,Destiny's Child,Survivor
262,Janet Jackson,All for You
211,Samantha Mumba,"Baby, Come Over (This Is Our Night)"
218,Mandy Moore,In My Pocket
210,Jennifer Lopez,Play
233,Backstreet Boys,The Call (Neptunes Remix)
221,3LW,Playas Gon' Play
253,Nelly featuring City Spud,Ride wit Me
212,Mystikal featuring Nivea,Danger (Been So Long)
265,R. Kelly featuring Jay-Z and Boo & Gotti,Fiesta Remix
223,Eve featuring Gwen Stefani,Let Me Blow Ya Mind
170,City High,What Would You Do?
230,Britney Spears,Don't Let Me Be the Last to Know
283,NSYNC,This I Promise You
240,S Club 7,Never Had a Dream Come True
215,Lifehouse,Hanging by a Moment
214,Aerosmith,Jaded
190,Evan and Jaron,From My Head to My Heart
188,American Hi-Fi,Flavor of the Weak
180,Missy Elliott featuring Ciara and Fat Man Scoop,Lose Control
241,The Black Eyed Peas,Don't Phunk with My Heart
216,The Pussycat Dolls featuring Busta Rhymes,Don't Cha
213,Rihanna,Pon de Replay
238,Ludacris featuring Bobby Valentino,Pimpin' All Over the World
205,Bow Wow featuring Ciara,Like You
282,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me (Remix)
243,Destiny's Child,Cater 2 U
223,Lyfe Jennings,Must Be Nice
215,Natasha Bedingfield,"These Words (I Love You, I Love You)"
195,Kelly Clarkson,Behind These Hazel Eyes
268,D.H.T. featuring Edmée,Listen to Your Heart
232,Backstreet Boys,Just Want You to Know
230,The Click Five,Just the Girl
215,Franz Ferdinand,Do You Want To
195,Weezer,Beverly Hills
226,Fall Out Boy,"Sugar, We're Goin' Down"
207,Lifehouse,You and Me
293,Coldplay,Fix You
292,Keith Urban,You'll Think of Me
248,Ellie Goulding,Love Me like You Do
235,Tove Lo,Talking Body
205,Jason Derulo,Want to Want Me
222,Fifth Harmony featuring Kid Ink,Worth It
191,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama
